id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_profile_id,host_profile_url,host_name,host_since,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,price_quote_checkin_date,price_quote_checkout_date,price_quote_total_price,price_quote_price_per_night,price_quote_raw,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1618788036549770395,https://www.airbnb.com/rooms/1618788036549770395,20260627225958,2026-06-28,city scrape,旺角地鐵站旁｜大兩房一廳｜有電梯｜熱水器廁所｜廚房可煮食｜近購物中心｜餐廳｜機場｜澳門｜口岸巴士直達,旺角地鐵站旁｜大兩房一廳｜有電梯｜熱水器廁所｜廚房可煮食｜近購物中心｜餐廳｜娛樂場所｜機場巴士、澳門巴士、口岸巴士直達<br /><br />Bedroom(1)<br />1.2m double bed<br /><br />Bedroom(2)<br />1.2m double bed<br /><br />Living Room<br />1.4m IKEA sofa bed<br /><br />Transportation<br />Conveniently located near Mong Kok and Yau Ma Tei<br />3 MTR stops to Tsim Sha Tsui<br />5 MTR stops to Central,,https://a0.muscache.com/pictures/hosting/Hosting-1618788036549770395/original/59019771-174f-4cfa-9e50-85f8a7a80e6e.jpeg,660974549,https://www.airbnb.com/users/show/660974549,1470659438515987906,https://www.airbnb.com/users/profile/1470659438515987906,Yuee,,1,7,1,7,,,,,,f,,https://a0.muscache.com/im/Portrait/Avatars/v2/blue?im_w=240&im_t=Y&im_s=86&im_f=AirbnbCerealLatinMedium.ttf&im_c=0d4daa&script=latin,,2,,None,f,t,,Yau Tsim Mong,,22.31451,114.16835,Entire rental unit,Entire home/apt,6,1.0,1 bath,2,3,"[""Dedicated workspace"", ""Air conditioning"", ""Wifi"", ""Kitchen""]",$851.50,2026-06-29,2026-07-01,1703.00,851.50,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""1703"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""851.5"", ""nightly_subtotal"": ""1702.84"", ""discounted_subtotal"": ""1702.84"", ""raw_price_line_items"": [{""amount"": ""1702.84"", ""item_type"": ""nightly_subtotal"", ""description"": ""2 nights x $851.42 HKD"", ""price_string"": ""$1,702.84 HKD""}, {""amount"": ""1702.84"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$1,702.84 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-29"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-01""}}",2,365,2,2,365,365,2.0,365.0,,t,24,54,84,359,2026-06-28,18,18,2,181,0,108,91962,2026-02-14,2026-06-16,4.61,4.5,4.61,4.56,4.72,4.5,4.56,,,2,2,0,0,4.00
1619310158170345735,https://www.airbnb.com/rooms/1619310158170345735,20260627225958,2026-06-28,city scrape,Nice view with a private balcony.,Only available in February.<br />Newly renovated <br />Private balcony <br />Clubhouse with gym and swimming pool. <br /><br />Nearest mtr station : lohas park & hanghau,,https://a0.muscache.com/pictures/hosting/Hosting-1619310158170345735/original/ddbc0745-7afd-4db2-b7d9-636d5f5b826a.jpeg,745207212,https://www.airbnb.com/users/show/745207212,1617244124089083179,https://www.airbnb.com/users/profile/1617244124089083179,Pui Kei,,0,4,0,4,,,,,,f,,https://a0.muscache.com/im/Portrait/Avatars/v2/orange?im_w=240&im_t=P&im_s=86&im_f=AirbnbCerealLatinMedium.ttf&im_c=8f3400&script=latin,,4,,None,f,t,,Sai Kung,,22.29634,114.27513,Private room in rental unit,Private room,2,1.0,1 private bath,1,1,"[""Exercise equipment"", ""Kitchen"", ""TV"", ""Washer"", ""Wifi"", ""Pool"", ""Air conditioning"", ""Paid parking on premises""]",$485.33,2026-06-29,2026-07-02,1456.00,485.33,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""1456"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""485.3333333333333333333333333"", ""nightly_subtotal"": ""1455.67"", ""discounted_subtotal"": ""1455.67"", ""raw_price_line_items"": [{""amount"": ""1455.67"", ""item_type"": ""nightly_subtotal"", ""description"": ""3 nights x $485.22 HKD"", ""price_string"": ""$1,455.67 HKD""}, {""amount"": ""1455.67"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$1,455.67 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-29"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-02""}}",3,16,3,3,16,16,3.0,16.0,,t,29,59,89,351,2026-06-28,0,0,0,173,0,0,0,,,,,,,,,,,,4,0,4,0,
1619325385461132406,https://www.airbnb.com/rooms/1619325385461132406,20260627225958,2026-06-28,city scrape,Newly renovated comfy bedroom. Tseung Kwan O area,Beautiful sea view. <br />Friendly flatmate and he is out at work most of the time.  Can enjoy clubhouse service. <br /><br />Close to lohas park station and hanghau station. Convenient Direct mini bus downstairs to TKO and lohas mall. <br /><br />Message me for more details !,,https://a0.muscache.com/pictures/hosting/Hosting-1619325385461132406/original/3a9efa13-c3b9-4ce2-82f5-854a0608baf3.jpeg,745207212,https://www.airbnb.com/users/show/745207212,1617244124089083179,https://www.airbnb.com/users/profile/1617244124089083179,Pui Kei,,0,4,0,4,,,,,,f,,https://a0.muscache.com/im/Portrait/Avatars/v2/orange?im_w=240&im_t=P&im_s=86&im_f=AirbnbCerealLatinMedium.ttf&im_c=8f3400&script=latin,,4,,None,f,t,,Sai Kung,,22.296424223410654,114.27434967482762,Private room in rental unit,Private room,1,1.0,1 private bath,1,1,"[""Exercise equipment"", ""Kitchen"", ""TV"", ""Washer"", ""Wifi"", ""Pool"", ""Air conditioning"", ""Paid parking on premises""]",$379.87,2026-06-29,2026-06-30,379.87,379.87,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""379.87"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""379.87"", ""nightly_subtotal"": ""379.87"", ""discounted_subtotal"": ""379.87"", ""raw_price_line_items"": [{""amount"": ""379.87"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $379.87 HKD"", ""price_string"": ""$379.87 HKD""}, {""amount"": ""379.87"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$379.87 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-29"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-06-30""}}",1,365,1,1,365,365,1.0,365.0,,t,29,59,89,364,2026-06-28,2,2,0,186,0,12,4558,2026-02-22,2026-02-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,4,0,4,0,0.47
1619365702624809109,https://www.airbnb.com/rooms/1619365702624809109,20260627225958,2026-06-28,city scrape,Spacious 3BR Family Home｜2baths｜Sleep 9｜TST MTR,"This spacious home is designed for families and groups to stay together comfortably.<br />The apartment features a master bedroom with ensuite bathroom, a large living room where everyone can gather, and plenty of space for kids to move around freely. <br />Guests can relax and watch TV together in living area & master bedroom.<br />The open kitchen is fully equipped. And this home includes two bathrooms, both newly renovated & comfortable for a refreshing shower experience.",,https://a0.muscache.com/pictures/hosting/Hosting-1619365702624809109/original/b7001efb-22d5-45c7-931b-19fce4647b1a.jpeg,698552078,https://www.airbnb.com/users/show/698552078,1463946493210560307,https://www.airbnb.com/users/profile/1463946493210560307,Miffy LoYeh,,1,0,1,0,,I believe life is about journeying the world with the one you love the most,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/3630a4d0-4640-4fe2-9d6a-813541265dae.jpeg?aki_policy=profile_x_medium,,5,,None,t,t,,Yau Tsim Mong,,22.302878797035383,114.17542601726207,Entire rental unit,Entire home/apt,9,2.0,2 baths,3,5,"[""Clothing storage"", ""Hangers"", ""Cooking basics"", ""Conditioner"", ""Freezer"", ""Air conditioning"", ""Hot water kettle"", ""Shampoo"", ""Washer"", ""Refrigerator"", ""Hot water"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Keypad"", ""Elevator"", ""Free dryer \u2013 In unit"", ""TV"", ""Iron"", ""Long term stays allowed"", ""Hair dryer"", ""Bed linens"", ""Stove"", ""Kitchen"", ""Dedicated workspace"", ""Self check-in"", ""Shower gel"", ""Wifi"", ""Fire extinguisher"", ""Cleaning products"", ""Dining table"", ""Body soap"", ""Oven""]","$1,587.00",2026-06-30,2026-07-01,1587.00,1587.00,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""1587"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""1587"", ""nightly_subtotal"": ""1587.00"", ""discounted_subtotal"": ""1587.00"", ""raw_price_line_items"": [{""amount"": ""1587.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $1,587.00 HKD"", ""price_string"": ""$1,587.00 HKD""}, {""amount"": ""1587.00"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$1,587.00 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-30"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-01""}}",1,365,1,1,365,365,1.0,365.0,,t,4,18,30,204,2026-06-28,11,11,3,50,0,66,104742,2026-02-22,2026-06-16,4.64,4.82,4.55,4.82,4.82,4.64,4.64,,,5,5,0,0,2.60
1619521086870737832,https://www.airbnb.com/rooms/1619521086870737832,20260627225958,2026-06-29,city scrape,九龍東300呎開方式單位特色裝修 乾淨現代 適合年輕人 近海旁,"Slowly taste the beauty of life in this unique and tranquil vacation home.<br /><br />Near Kwun Tong Station, the center, the environment is clean, there is Kwun Tong seaside nearby; the best choice for leisure work and recreation!Suitable for young people, note that check-in time is 15:00; Departure time is 10:00; If you need early or delay, please communicate with the homeowner to get the corresponding fee; Please add money after 3 guests, please enter the correct number of guests.<br /><br />Not suitable for demanding guests.",,https://a0.muscache.com/pictures/hosting/Hosting-1619521086870737832/original/157b700c-9697-43d0-9871-520a9655dbd7.jpeg,576944427,https://www.airbnb.com/users/show/576944427,1470576488456432255,https://www.airbnb.com/users/profile/1470576488456432255,善良的人,,2,1,2,1,Hong Kong,我是開朗的人,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/c0726834-55fd-4b42-888b-b4260f108dad.jpeg?aki_policy=profile_x_medium,,25,,None,t,t,,Kwun Tong,,22.31206,114.21748,Entire rental unit,Entire home/apt,4,1.0,1 bath,,2,"[""Smart lock"", ""Self check-in"", ""Wifi"", ""Hot water"", ""Air conditioning"", ""Hair dryer""]",$553.00,2026-06-29,2026-07-05,3318.00,553.00,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""3318"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""553"", ""nightly_subtotal"": ""3317.52"", ""discounted_subtotal"": ""3317.52"", ""raw_price_line_items"": [{""amount"": ""3317.52"", ""item_type"": ""nightly_subtotal"", ""description"": ""6 nights x $552.92 HKD"", ""price_string"": ""$3,317.52 HKD""}, {""amount"": ""3317.52"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$3,317.52 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-29"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-05""}}",6,365,6,6,365,365,6.0,365.0,,t,30,38,59,59,2026-06-29,1,1,0,59,0,12,6636,2026-02-20,2026-02-20,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,,3,3,0,0,0.23
1619546896368329290,https://www.airbnb.com/rooms/1619546896368329290,20260627225958,2026-06-29,city scrape,2BR-太子地鐵站1分鐘｜旺角核心直達尖沙咀、港島｜機場巴士附近｜4人-7人｜電梯直達,"| 1min by subway | Wangzhong Baijing Transportation Super Convenient<br /><br />The apartment is located in the heart of Hong Kong: Prince, about 1–2 minutes walk directly to Prince Prince MTR, close to Mong Kok shopping district, transportation is convenient, and it is extremely convenient to live and get around.<br /><br />✔ Direct elevator access<br /><br />🚇 Transit location superb<br />✔ Subway is literally 1–2 minutes away<br />✔ Approx. 10 minutes to Tsim Sha Tsui (shopping / K11 / Harbour City)<br />✔ About 15–20 minutes to Hong Kong Island (Central/Admiralty/Causeway Bay)<br />There are several bus and minibus routes ✔ downstairs and nearby to and from Nine New Territories<br />There is an airport bus stop ✔ nearby (Direct A21 route to Hong Kong International Airport), easy to get to and from the airport<br /><br />Surrounding restaurants, snacks, convenience stores, shopping malls, living fully equipped; Wangzhong with quiet, suitable for tourist, business and short stay.<br ",,https://a0.muscache.com/pictures/hosting/Hosting-1619546896368329290/original/1e978342-3dcc-48d7-82bb-4da5c9ef414e.jpeg,742956305,https://www.airbnb.com/users/show/742956305,1619546897078156335,https://www.airbnb.com/users/profile/1619546897078156335,Mika,,0,5,0,4,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/aaef2f06-33a0-4a97-9bbd-14e6226b3594.jpeg?aki_policy=profile_x_medium,,2,,None,t,t,,Yau Tsim Mong,,22.3232487,114.1686854,Entire rental unit,Entire home/apt,7,1.0,1 bath,2,3,"[""Clothing storage"", ""Hangers"", ""Essentials"", ""Kitchen"", ""TV"", ""Washer"", ""Shower gel"", ""Wifi"", ""Hot water kettle"", ""Hot water"", ""Conditioner"", ""Freezer"", ""Cleaning products"", ""Room-darkening shades"", ""Body soap"", ""Hair dryer"", ""Bed linens"", ""Shampoo""]","$1,555.67",2026-07-27,2026-07-30,4667.00,1555.67,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""4667"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""1555.666666666666666666666667"", ""nightly_subtotal"": ""4666.43"", ""discounted_subtotal"": ""4666.43"", ""raw_price_line_items"": [{""amount"": ""4666.43"", ""item_type"": ""nightly_subtotal"", ""description"": ""3 nights x $1,555.48 HKD"", ""price_string"": ""$4,666.43 HKD""}, {""amount"": ""4666.43"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$4,666.43 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-27"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-30""}}",2,365,2,3,365,365,2.6,365.0,,t,4,16,42,109,2026-06-29,11,11,0,109,0,66,102674,2026-03-02,2026-05-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,2,2,0,0,2.75
1620233538457536203,https://www.airbnb.com/rooms/1620233538457536203,20260627225958,2026-06-28,city scrape,Cozy small Private Room in Downtown,"Mongkok MTR Station Double Bedroom + Bathroom<br />🕖 Check-in: 2pm<br />🕖 Check-out time: before 12:00 noon<br /><br />📍 Located in the center of Nathan Road, Mongkok, 3 minutes walk from Exit A1 of Mongkok MTR Station to our hotel<br />Convenience stores, supermarkets, malls, handshake, drug stores nearby<br /><br />🌐 Licensed hotel with 20 years of experience, professionally cleaned and maintained rooms<br />🏠 24-hour air conditioning<br />✅ Self check-in with card, the gate and room are both secured with electronic locks<br />🛜 High-speed Wi-Fi internet access<br />🛏️ Comfortable double bed, bedding is strictly disinfected and cleaned<br />🚿 Private bathroom toilet with clean towels, disposable toothbrush sets, shower gel, shampoo<br />🔆 Fully equipped: hair dryer, kettle, cup, power strip<br /><br /><br />Travelers from any country are welcome, and feel free to message us if you have any questions",,https://a0.muscache.com/pictures/hosting/Hosting-1620233538457536203/original/8bd37692-3626-463f-aa43-a9476304fa9d.jpeg,745980790,https://www.airbnb.com/users/show/745980790,1620233539304868440,https://www.airbnb.com/users/profile/1620233539304868440,敬華,,0,4,0,4,,我和太太經營了這家賓館20年，最近我女兒幫我把賓館放在這個平台上賣。房間都是我和我的員工親自清潔的，務求讓客人住得安心舒適。我女兒會說英語，有什麼問題都可以隨時聯絡她,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/9cddff41-1d07-489f-90bd-0796961cf403.jpeg?aki_policy=profile_x_medium,,3,,None,t,t,,Yau Tsim Mong,,22.3218015,114.1686307,Room in hotel,Private room,2,1.0,1 private bath,1,2,"[""Exterior security cameras on property"", ""Air conditioning"", ""TV"", ""Smoke alarm"", ""Fire extinguisher"", ""Wifi""]",$283.00,2026-06-28,2026-06-29,283.00,283.00,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""283"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""283"", ""nightly_subtotal"": ""282.44"", ""discounted_subtotal"": ""282.44"", ""raw_price_line_items"": [{""amount"": ""282.44"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $282.44 HKD"", ""price_string"": ""$282.44 HKD""}, {""amount"": ""282.44"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$282.44 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-28"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-06-29""}}",1,365,1,1,365,365,1.0,365.0,,t,26,56,86,86,2026-06-28,2,2,0,86,0,12,3396,2026-02-18,2026-05-04,3.5,3.0,4.0,3.5,3.0,4.0,3.0,,,3,0,3,0,0.46
1620698795516958382,https://www.airbnb.com/rooms/1620698795516958382,20260627225958,2026-06-28,city scrape,Special Offer Mongkok Hongkong,"The building is located on the bustling Nathan Road in the heart of Mong Kok, with convenient transportation. It is directly above Exit E1 of MongKok MTR, and there are bus stops for the A20 and A21 airport buses downstairs. Within a 30-second walk is Langham Place, the largest shopping mall in Mong Kok, and Yalan Centre is right below the apartment building. Within a radius of 100 meters, there are bus stops serving various districts of Hong Kong, as well as hundreds of snack shops,restaurants.",,https://a0.muscache.com/pictures/hosting/Hosting-1620698795516958382/original/928f03fb-5bd6-4455-b6e0-244de4587559.jpeg,79611488,https://www.airbnb.com/users/show/79611488,1462824921571721766,https://www.airbnb.com/users/profile/1462824921571721766,Renita,,10,0,9,3,Hong Kong,"Welcome to Hong Kong! 
We 微 Chat 信 : calvinip",,,,t,,https://a0.muscache.com/im/pictures/user/User/original/904bf373-bf04-41e1-b789-8f0fbb222b4f.jpeg?aki_policy=profile_x_medium,,3,,None,t,t,,Yau Tsim Mong,,22.31658,114.1695,Entire rental unit,Entire home/apt,8,1.0,1 bath,1,4,"[""Clothing storage"", ""Hangers"", ""Cooking basics"", ""Conditioner"", ""Freezer"", ""Air conditioning"", ""Hammock"", ""Hot water kettle"", ""Housekeeping available from 12:00\u202fPM to 2:00\u202fPM, every day - available at extra cost"", ""Essentials"", ""Free street parking"", ""Laundromat nearby"", ""Washer"", ""Refrigerator"", ""Hot water"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Elevator"", ""Rice maker"", ""TV"", ""Private entrance"", ""Long term stays allowed"", ""Hair dryer"", ""Bed linens"", ""Smart lock"", ""Kitchen"", ""Self check-in"", ""Shower gel"", ""Wifi"", ""Exterior security cameras on property"", ""Cleaning products"", ""Dining table"", ""Body soap""]","$1,578.00",2026-06-29,2026-06-30,1578.00,1578.00,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""1578"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""1578"", ""nightly_subtotal"": ""1577.04"", ""discounted_subtotal"": ""1577.04"", ""raw_price_line_items"": [{""amount"": ""1577.04"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $1,577.04 HKD"", ""price_string"": ""$1,577.04 HKD""}, {""amount"": ""1577.04"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$1,577.04 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-29"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-06-30""}}",1,365,1,1,365,365,1.0,365.0,,t,10,29,59,230,2026-06-28,11,11,1,146,0,66,104148,2026-02-20,2026-06-05,4.27,4.55,4.18,4.82,4.73,4.91,4.36,,,3,3,0,0,2.56
1620757750292187491,https://www.airbnb.com/rooms/1620757750292187491,20260627225958,2026-06-28,city scrape,Cozy Studio in Causeway Bay - Unit 18,"Location: In Causeway Bay, in the trendy area of Fashion Walk, surrounded by many boutique shops and restaurants and close to Causeway bay MTR exit E. <br /><br />It is just 3  min walk to SOGO shopping mall and a few min walk to Hysan Place.<br /><br />The studio is located in a high quality building with nice elevator and security guard. <br /><br />About the studio: it is a 200 Sq ft net unit, with elevator, doorman and digital access code to enter the building and the unit.",,https://a0.muscache.com/pictures/hosting/Hosting-1620757750292187491/original/1977d027-1832-410d-bdf9-f32f757c3ade.jpeg,493088457,https://www.airbnb.com/users/show/493088457,1470220146371203088,https://www.airbnb.com/users/profile/1470220146371203088,Comfy Nomad,,3,6,3,5,,"We hope our guests can find reasonably priced accommodations in different areas of Hong Kong. We offer monthly stays, fully furnished and serviced. Feel free to reach us and see how we can help you out!",,,,f,,https://a0.muscache.com/im/pictures/user/b333b0bc-e0f0-447f-b46b-fed8ac4de313.jpg?aki_policy=profile_x_medium,,104,,None,t,t,,Wan Chai,,22.28069,114.18576,Entire rental unit,Entire home/apt,2,1.0,1 bath,,1,"[""Clothing storage"", ""Hangers"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Essentials"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Room-darkening shades"", ""Elevator"", ""TV"", ""Safe"", ""Iron"", ""Long term stays allowed"", ""Housekeeping - available at extra cost"", ""Bed linens"", ""Smart lock"", ""Stove"", ""Kitchen"", ""Dishes and silverware"", ""Dedicated workspace"", ""Self check-in"", ""Wifi"", ""Exterior security cameras on property""]","$1,279.00",2026-06-29,2026-06-30,1279.00,1279.00,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""1279"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""1279"", ""nightly_subtotal"": ""1278.12"", ""discounted_subtotal"": ""1278.12"", ""raw_price_line_items"": [{""amount"": ""1278.12"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $1,278.12 HKD"", ""price_string"": ""$1,278.12 HKD""}, {""amount"": ""1278.12"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$1,278.12 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-29"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-06-30""}}",1,365,1,1,365,365,1.0,365.0,,t,29,59,89,352,2026-06-28,3,3,0,174,0,18,23022,2026-04-30,2026-05-26,4.33,4.67,4.33,4.33,4.33,5.0,4.33,,,103,52,51,0,1.50
1620834377642462212,https://www.airbnb.com/rooms/1620834377642462212,20260627225958,2026-06-28,city scrape,Cosy one bedroom appartment in Central,"Lovely one bedroom appartment, featuring a single bed hidden on the wall, a washing machine and many more other amenities.<br />Located in Sheung Wan, close to everything",,https://a0.muscache.com/pictures/hosting/Hosting-1620834377642462212/original/957dbb8c-8bb6-448b-884e-22580f08ca63.jpeg,564066372,https://www.airbnb.com/users/show/564066372,1620834378391495899,https://www.airbnb.com/users/profile/1620834378391495899,Louis,,2,4,0,4,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/f2382382-f082-4193-a05e-f3e373b7fd8d.jpeg?aki_policy=profile_x_medium,,1,,None,t,t,,Central & Western,,22.28527,114.14794,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,2,"[""Kitchen"", ""TV"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""Air conditioning"", ""Paid parking on premises""]",$889.63,2026-06-29,2026-06-30,889.63,889.63,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""889.63"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": ""192.95"", ""price_per_night"": ""889.63"", ""nightly_subtotal"": ""1082.58"", ""discounted_subtotal"": ""889.63"", ""raw_price_line_items"": [{""amount"": ""1082.58"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $1,082.58 HKD"", ""price_string"": ""$1,082.58 HKD""}, {""amount"": ""-192.95"", ""item_type"": ""discount_amount"", ""description"": ""Special offer"", ""price_string"": ""-$192.95 HKD""}, {""amount"": ""889.63"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$889.63 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-29"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-06-30""}}",1,10,1,1,10,10,1.0,10.0,,t,29,59,89,364,2026-06-28,0,0,0,186,0,0,0,,,,,,,,,,,,1,1,0,0,
